customer_id,first_name,last_name,email,phone_number,address,city,state,zip_code,country,customer_since,date_of_birth,loyalty_status
f41402b1-e442-4ebb-9a7b-909563d62a39,Mary,Medina,tracynelson@example.com,2658627298,"62720 Gray Forest, Murphyfurt, KY 99068",Kingland,New Mexico,03041,San Marino,2020-03-13,2006-10-19,Gold
1190f938-a66f-47f7-b966-9fa759970043,Kimberly,Pearson,herringjames@example.org,+1-323-427-1937x452,"Unit 1904 Box 9663, DPO AE 78108",North Heidi,Maryland,90188,Netherlands Antilles,2022-11-10,1994-12-26,Silver
58e25888-0a83-41be-885a-ca4690e0f4a0,Amanda,Stanley,huntermatthew@example.com,916.857.2628x4987,"3147 Karen Port Suite 507, Hunterborough, MI 34363",Joshuaview,Oklahoma,01831,Maldives,2024-04-14,1953-10-08,Gold
8e200724-7d13-4018-a80b-ac63b856d035,Katherine,Vaughn,bwest@example.org,736-734-9578x8568,"4313 Wilson Plain Apt. 337, Jennyhaven, PA 37594",Port Jamesbury,Mississippi,24020,Gabon,2014-12-11,1979-10-14,None
0df56ac6-f96b-448a-8ba6-eab94639447b,Angela,Terry,danamullins@example.org,6949777520,"7190 Edward Port, Christopherbury, DE 73648",Obrienbury,Wyoming,68995,Hong Kong,2019-04-23,1974-06-25,Gold
6dc7cac7-fd72-4050-96a9-954fdc33e1f9,Kevin,Oliver,mezajared@example.org,912-632-8120x679,"471 Sandra Turnpike Apt. 618, Lake Edward, KY 19144",North Gabrielport,Rhode Island,98668,Sweden,2020-06-30,1965-07-17,None
4dd8eb85-b04d-4376-b7fc-97031fd5a423,Holly,Bender,mkim@example.org,(959)940-1399x04902,"PSC 2967, Box 1756, APO AA 42582",Port Eugenechester,Vermont,65443,France,2021-06-06,1972-01-12,Platinum
746f7891-0964-4bbf-8cd3-21b0c2b01cfd,Christopher,King,cordovarichard@example.net,9879603859,"8247 Martinez Roads, Lake Eric, OH 02293",Davisville,New Jersey,15897,Oman,2023-02-15,1977-09-16,Silver
b495db4e-8245-4fb4-8ab7-706eb77350ca,Joshua,Davenport,jsanchez@example.org,(639)982-1465x8404,"755 Gibson Islands Apt. 396, Port Kimberly, AZ 42205",Thorntonfurt,Missouri,87492,Somalia,2023-01-05,2005-09-09,Gold
2051acef-097a-4e10-b6fe-bc0e7ecddbaf,Wayne,Lawrence,sawyerscott@example.net,702.862.1745x961,"USCGC Brennan, FPO AE 81432",East Crystalport,Iowa,98381,Bermuda,2019-02-22,1954-07-07,None
19bad7ae-df61-4a5c-b432-3070a23d4c2f,Scott,Benson,williamslaura@example.com,(856)523-8692x221,"74740 Santana Springs, North Scott, MI 77515",Daniellechester,Vermont,33281,Korea,2023-04-04,1960-05-11,Platinum
1b4da0fe-7bb3-4605-9a74-3152627b41a1,John,Armstrong,victoria40@example.net,(640)490-9743x9533,"7095 Christopher Hill, Julieburgh, ID 17823",Alyssaview,Hawaii,34182,United States Minor Outlying Islands,2023-01-19,1976-10-01,Platinum
ded255d0-bf1e-4366-8b8e-63d4ce7607ad,Matthew,Wilson,taylortammy@example.net,001-868-751-6048x1754,"0985 Deborah Roads, Blankenshipport, SD 54017",East Brandonton,Maryland,65070,Brazil,2015-10-11,2000-04-06,Gold
5efa9c5b-7421-4f46-a37e-4b0122bae10e,Ellen,Paul,umatthews@example.org,(717)796-4053x77351,"17139 Brent Isle Apt. 293, Port Kathyborough, OR 28806",West Kim,Rhode Island,00872,Falkland Islands (Malvinas),2023-05-22,1957-03-13,Gold
cc6b66e5-402a-4f9c-8a4b-8f7c21472a15,Greg,Guerrero,andersonmichael@example.org,001-350-324-0268,"917 Sonia Cape Suite 700, Boonechester, TX 14651",Josephmouth,California,11090,Gibraltar,2020-11-20,1952-08-12,Platinum
95da75c1-a211-40f9-9fd3-4579466772ce,Amy,Nguyen,shawn96@example.org,001-318-736-7365x766,"2711 Christopher Court Suite 280, Elizabethchester, MI 87708",Parrishton,Maine,79197,Georgia,2018-04-27,1982-04-28,Silver
7b70c3b8-a81f-4ec3-a79c-658a36760ce5,Jeffrey,Rodriguez,danny49@example.org,(289)498-0940x24455,"20183 Barnes Junctions Apt. 545, North Ericton, TX 11194",Scottchester,New York,80071,Kenya,2018-12-12,1961-04-22,Silver
6e0ed1e8-585d-4f86-9d23-24e6832920b7,Daniel,Gregory,trose@example.org,669.600.3432,"6226 Vincent Village, Charleston, NE 02957",Morsemouth,Oregon,56768,Montserrat,2018-11-06,1985-12-06,None
0556daea-67b0-4283-9d7c-00984a1dab32,Tammy,Jackson,xcollier@example.org,(313)369-6816x45352,"5231 Jonathan Extensions, Port Katherine, CA 23719",Marshallshire,Wisconsin,76453,Kiribati,2021-08-13,1999-12-18,Silver
9fe0a8c7-fc8d-4b93-a2a2-e91fa49b1cd9,Marcus,Maddox,edward17@example.com,+1-744-690-5814x7700,"986 Carpenter Turnpike, South Reginashire, SD 25173",Cassidyhaven,Georgia,08610,Korea,2015-11-03,2000-12-14,Platinum
15969802-b6dd-4257-bb7d-9f1c57eb89b1,William,Thompson,jasmineritter@example.net,392.855.4665x90515,"1925 Ponce Square, Andersonland, ME 73760",Schneidermouth,Florida,88334,Reunion,2023-02-04,1991-08-27,Platinum
17ec889c-86c1-46cb-a996-30f7af77520e,Debbie,Henderson,andrew42@example.org,473-832-2141x88805,"927 Robert Springs, South Cheryl, WV 98613",Youngbury,Maryland,61975,United Kingdom,2023-02-26,1970-02-20,Platinum
70cafdd8-fc04-4f08-9207-0158f2771f63,Steven,Campbell,ashaw@example.org,392.640.7581,"7826 Stacey Forges, Wilkersontown, MT 07481",Shawbury,Missouri,11197,Holy See (Vatican City State),2017-01-18,1967-04-16,Silver
a663d2cd-b6f6-4bf1-96d4-41cc195d82f8,Matthew,Thomas,mitchellmaria@example.net,(477)890-1043,"41036 Brown Villages Suite 980, Lake Douglas, NE 00706",Johnchester,Idaho,87581,Paraguay,2015-08-29,2005-05-02,None
8b48f496-86ab-44e7-b412-436011536e99,William,Mcneil,myerstheodore@example.net,(754)705-1531x9520,"772 Bryan Trail, Johnsonborough, AZ 26645",West Sarahhaven,Montana,71677,Lebanon,2017-05-03,1992-06-29,Silver
dcb51c53-5b62-48df-893e-904d30ec2796,Kimberly,Glenn,joshua56@example.com,001-876-452-7758x4161,"15447 Jackson Mills Suite 705, Hillton, CA 88474",Coxburgh,Alaska,19215,Thailand,2020-11-17,1994-02-13,None
3c6a3174-1136-44a5-a050-9c6208e895d7,Kimberly,Diaz,cherring@example.net,(775)857-1928,"10278 Mcintyre Crest Suite 473, Heatherfort, ID 16575",Port Charles,Idaho,94003,Kenya,2024-10-10,1995-10-24,Silver
51d08109-fc90-4838-9874-1408f7b217c7,Elizabeth,Mckinney,patricia22@example.com,431.332.3705x89578,"786 Morrow Cliffs Apt. 517, Frazierstad, DC 72761",Port Tammy,Nevada,66412,United States Minor Outlying Islands,2023-06-27,1997-01-09,Platinum
2a26f770-4ddb-4b36-a72c-058884a2576c,Fernando,Donovan,michaeleverett@example.com,343-484-2498,"99590 Christopher Row, Debrashire, MT 81517",South Pamelaside,Maine,84637,Zimbabwe,2017-10-28,1963-01-03,Platinum
4c24a053-67f5-4e02-af5b-8f47ceae71cf,Shawn,Barker,scottwashington@example.org,992-355-5625x88153,"10469 Wright Way, Port Mark, OK 95020",Jamesburgh,New York,67967,Lao People's Democratic Republic,2019-10-16,1966-09-13,Gold
64ab851b-f1fa-46e7-970d-750705eee1d4,William,Levy,brandywilliams@example.com,297.848.0162x4565,"8416 Duran Harbors, East Theresafurt, MN 44945",Kariborough,Rhode Island,67232,Iran,2019-10-21,1951-06-07,Silver
cdd0b4d4-5542-47de-b6ad-f48b2314d0c8,Thomas,Bryant,markaustin@example.org,(794)795-8887x9470,"409 Baker Shoal Apt. 097, New Cristina, RI 50333",Port Erin,Arizona,75548,Yemen,2021-10-23,1959-11-14,Silver
26c432f6-6b35-4f85-904e-268770e7e756,Robert,Harris,vsalas@example.net,7284385786,"549 Lee Gateway Suite 843, Kellieborough, UT 92905",Stewartstad,Oklahoma,95090,Falkland Islands (Malvinas),2017-09-06,1982-01-24,Gold
faebcd19-e550-4ea2-a133-a34d8b0e8eb1,Ralph,Reed,kellyroberts@example.net,657-447-3384,"08330 Robert Stravenue, Garciaberg, AL 72636",South Denise,New Mexico,63081,Pakistan,2016-10-18,2004-09-16,Platinum
0f25477d-a559-40e7-8910-fade52380bf2,Rebecca,Davis,amandasharp@example.org,(262)606-7240,"4788 Small Dale, Nelsonville, MA 21799",Wongburgh,Alabama,97050,Guadeloupe,2022-09-17,1981-09-25,Silver
9c678393-2ced-4c0d-b173-04b5c1dd484a,Melissa,Prince,frobertson@example.com,+1-612-227-5304x63745,"301 Parker Lodge Suite 145, East Susan, NJ 20579",Adkinsstad,Nebraska,92505,Mexico,2023-12-07,1992-09-23,Gold
37e9d2e2-d35a-407a-aa02-17d0cd4f8b2b,Kathleen,Becker,foxallison@example.com,491-408-8398,"39718 Stokes Motorway Apt. 867, New Stevenport, VA 03354",Scotttown,West Virginia,29061,Mozambique,2015-07-14,1973-05-18,Silver
fe7ee362-8a89-40f0-9052-91d3b34c6c73,Brian,Shannon,ajohnson@example.org,001-826-456-7661x82512,"04786 Morrow Gateway, Reedview, ID 95531",North Lisachester,South Carolina,02551,Dominican Republic,2016-11-11,1954-08-28,None
ac09bdb7-9908-4e47-b249-f62c08987462,Jacqueline,Williams,moralesjimmy@example.org,001-502-884-3959x95342,"926 Williams Key, Floydmouth, UT 55069",Hernandezfurt,Idaho,99383,Mauritania,2019-07-16,1998-01-24,Platinum
24f43c62-b523-40de-9b87-d29c4cfd0fc1,Linda,Melendez,jfaulkner@example.net,(363)543-5175,"990 Jacob Trace Apt. 735, Susantown, IL 25407",Lake Yvonnefort,Kansas,91678,Netherlands,2021-11-03,1971-10-23,None
c68813fe-5255-4c75-8d55-119e3d44cb2c,Justin,Owens,kyle58@example.com,217.653.5560x932,"2353 Hudson Gardens Suite 854, Levyfort, NH 22551",Garyside,New York,24624,United States Virgin Islands,2023-09-12,2006-03-30,Platinum
08a8ac7f-8621-48ad-8f09-105cf50d7a37,Mary,Jones,duranrobert@example.net,912.903.8750,"08484 Wayne Square Suite 211, East James, NC 33585",Josephfurt,Colorado,49397,Iraq,2019-05-24,1962-11-29,Gold
af1d5a1a-4ccb-4355-b9d1-c7ffb27e1442,Maria,Miller,davisnicholas@example.net,500.921.7659x1803,"489 Harry Vista, Alexisborough, OR 19400",Hickmanport,Hawaii,74420,Dominican Republic,2020-06-21,1998-01-26,Platinum
54ec3f33-8a62-4cbd-a582-b678ad5229dd,Patrick,Singh,masonterri@example.org,763-215-9996,"3586 Lopez Prairie Suite 194, Lake Charles, KY 20715",Dawsonberg,West Virginia,51569,Ghana,2018-05-30,1954-02-10,Platinum
5c238d8d-71da-45b9-8eea-9db8f165d779,Kathleen,Garcia,lopezshane@example.net,861.801.5819x95604,"826 Dominic Hollow, Trevorland, GA 57474",Robertfort,California,47834,El Salvador,2024-03-31,1990-08-13,Gold
320f72c0-9dde-4188-9803-b22e7eece88d,Stephen,Taylor,rushmartin@example.net,(457)856-9245x9375,"Unit 4793 Box 5646, DPO AA 15428",New Wendy,Idaho,89854,Seychelles,2020-04-21,2004-01-29,Platinum
35ab8466-b557-4b00-b166-cdcf762cdfbc,Samuel,Carter,fuenteslaura@example.com,+1-872-843-4266x17979,"891 Kayla Shoals Suite 290, Rasmussenmouth, WY 56921",North Coreybury,North Carolina,98392,Maldives,2020-05-20,1988-09-08,Silver
64215e66-5fc6-4cd0-b21e-8b1f38958939,Steven,Frazier,michaeljohnson@example.org,961-312-5457x3875,"1401 Melinda Rue Apt. 238, New Ethan, OH 56386",Hallfurt,South Dakota,24677,Colombia,2021-03-17,1973-11-13,Gold
e212ab7c-9d36-4cb6-bcc5-7be00779250a,James,Vargas,nsmith@example.org,919-718-2553x714,"155 Williamson Via Suite 991, West David, ME 15829",West Heather,North Carolina,51417,Italy,2020-10-07,1982-02-21,Gold
a2b03c4b-7c96-4b55-af8d-8ded6c4c450b,Amanda,Ellison,angelaburns@example.org,(557)890-5072,"USCGC Ortiz, FPO AA 54978",Burnsland,Oregon,04545,South Africa,2022-06-01,1965-09-29,Gold
49e64c22-89a0-47eb-b98f-569b465cc2cb,Gary,Ellis,hdunn@example.net,848-358-0783,"0745 Scott Crest, East Lisa, OR 90827",Michellechester,Hawaii,81261,Burundi,2022-08-27,1995-12-27,None
59cf0b0d-91f0-447d-8f32-1333ce315937,Amanda,Carlson,mariopadilla@example.com,001-448-512-6042,"67294 Brooks Club Apt. 684, Shawnfort, MD 76779",Port Kimland,Washington,60590,North Macedonia,2021-06-12,1969-07-31,None
65d0b517-88d0-4abd-8bb1-8c791036708d,Jeffery,Jordan,troymorris@example.com,989-929-7500x17012,"24241 Wright Landing Apt. 064, South Diana, VT 12976",East Thomasberg,Pennsylvania,30148,Maldives,2021-08-08,1949-05-05,Platinum
1edf3bfa-d12e-4eb5-97f4-79b5b212a6ee,Vanessa,Henderson,timperez@example.org,001-211-455-4262x2189,"269 Heath Corners, East Karenshire, VA 50836",Sylviamouth,Florida,32978,Falkland Islands (Malvinas),2021-04-01,1963-03-14,Gold
9b8b38ae-b89f-4a92-999a-1d8699db1302,Justin,Pugh,abbottdominique@example.com,989.883.6403,"918 Valerie Island Apt. 696, Amyburgh, WV 62237",North Brendatown,Kentucky,28778,Armenia,2024-01-12,2003-10-29,Platinum
a0ea0251-4957-43a2-81b1-3b8065e1b0f5,Jennifer,Wang,fmiles@example.net,+1-589-424-1418,"146 Brian Corners Suite 179, West Elizabethburgh, DE 02161",Lake Alexander,New York,45944,Mali,2019-12-23,1996-07-04,Silver
207e863f-5f32-45d8-aabe-1585425e0259,Kara,Marks,wiseanthony@example.com,481-749-1778x507,"138 Bradley Wall, East Brandonstad, MS 20172",Port Austin,Virginia,97581,Palau,2018-12-30,1967-06-21,Gold
51e744e4-b864-4a08-aa75-752d6a8fcacb,Joseph,Miller,david02@example.org,606.617.4451x87053,"5973 Edward Lodge, East Ambertown, MA 00692",Sweeneyport,Connecticut,27396,Marshall Islands,2024-08-20,1973-02-25,Silver
ff38b918-f8f9-445d-8f55-4896f610396b,Douglas,Ramirez,morsephyllis@example.net,(457)519-1826x19906,"5574 Charles Flats Apt. 912, East Shannonmouth, MT 16326",Tamiborough,New Hampshire,40911,Kyrgyz Republic,2017-06-15,1955-10-05,Platinum
4de1087b-afa1-4a55-8ebe-abaa28597b34,Margaret,Terry,lewismelissa@example.org,235-868-0442,"71210 Maria Forges, East Madison, MN 90453",New Brendaland,Alaska,08951,Congo,2023-10-30,1974-07-10,None
d8e70aeb-e7b3-4085-978b-e96820f87ba2,Maria,Rivera,dunlapbrent@example.net,(267)506-6253x24472,"8701 Reyes Manor Apt. 838, South Kimberlystad, NJ 71872",Coopershire,North Carolina,42654,Iceland,2017-07-04,1950-04-26,Platinum
e550d736-0780-4e71-b811-b51998dc9e0b,Lisa,Campbell,xmoreno@example.net,821.733.4803,"USNS Thompson, FPO AP 42182",Robintown,Virginia,92324,Guinea,2024-04-12,1981-06-29,Silver
d631c383-3030-44d0-b2c8-47439027e770,Vanessa,Keith,lweaver@example.com,2107393087,"PSC 3252, Box 5002, APO AP 92866",Port Daniel,North Dakota,48327,Barbados,2018-07-16,2003-06-08,Gold
5628ddcd-19dd-4e8c-9605-30356545c030,Kevin,Taylor,jessicakim@example.net,452.289.5392x6442,"USCGC Rosales, FPO AP 04745",New Lucas,South Carolina,29454,Northern Mariana Islands,2020-06-16,2003-02-17,Platinum
13eb22c9-bece-421a-94c7-743b2401342a,John,Haas,daisymccarty@example.net,+1-957-804-3315x41006,"Unit 6765 Box 8617, DPO AP 85824",East Shannon,Arizona,39155,Angola,2017-12-28,2004-01-01,Gold
e34f76b4-2b8c-43bf-9780-be1712fecc2b,Nicholas,Dennis,morgantricia@example.com,001-806-629-6201x533,"10698 Hernandez Lake Apt. 614, Gonzaleztown, IL 22892",Tiffanyfort,Delaware,40917,Slovenia,2018-10-11,1977-03-04,None
a4515ae0-1754-4f08-83d7-5413a939ebd1,Amy,Lopez,cwood@example.org,877-543-4902x115,"687 Thomas Common Suite 089, North Stacy, NV 23160",East Lindsey,Florida,06094,Jamaica,2015-08-03,1988-06-04,None
a091e5b4-d293-4e6e-bf4d-093033b0fb53,Dylan,Larson,renee11@example.com,+1-868-354-8709,"991 Anna Courts, Mikaylastad, FM 54357",Patrickfort,Oregon,80318,Lebanon,2015-03-06,1964-10-11,None
ae49c079-9bd0-44c7-9e45-455e24d38751,Heather,Williams,hannah07@example.com,(705)644-4713x247,"73678 Nicholson Passage, North Larry, NY 53373",Port Melissa,Oregon,04295,China,2016-09-24,1997-02-10,Gold
08775804-3fde-4814-8ec0-ad4bd6441a9d,Stephen,Hull,joshuacolon@example.net,(710)435-7972x7985,"140 Williams Walk Apt. 333, Denisehaven, AK 89918",South Rhondaburgh,Rhode Island,01610,Czech Republic,2017-04-29,1995-07-01,Platinum
b599277f-f78e-49e8-b676-291d4e329b4b,Dawn,Coleman,dyork@example.com,774.689.6910,"1545 Green Station, Jacobhaven, WV 31997",Port Meredithfurt,Texas,42389,Pitcairn Islands,2016-03-15,1950-04-13,Gold
4269c28c-4bac-4edf-bf5a-229e7f53d344,Rebecca,Sullivan,aguilarwanda@example.org,638-475-8428x24172,"USNV Pena, FPO AE 47068",Lake Monica,Nebraska,43927,Holy See (Vatican City State),2017-05-29,1965-11-10,Gold
0dbdc5da-7875-45b9-9e26-ed31d9e92758,Michelle,Silva,kennedyjames@example.org,+1-768-446-0223x56972,"2500 Hill Trace Apt. 927, East Christinachester, MO 56734",Reyeston,Ohio,26638,Saint Martin,2018-07-14,1949-08-15,Platinum
87f1d48c-d54e-4948-81c0-c5e3527c8f50,James,Rhodes,jeremywiley@example.com,(616)689-4210,"2575 Frederick Valleys Suite 033, East Jessica, OR 66644",North Michael,Tennessee,05398,Honduras,2023-07-28,1963-08-22,None
980b6853-0c70-41eb-9f85-c2dd88e44a48,Virginia,Stanley,williamsdarrell@example.com,(418)847-2304x6184,"914 Kristen Parks, New James, KS 69070",West Jade,Maine,21521,Armenia,2020-04-14,2001-08-08,None
54a27051-7b0c-4ad9-aee1-3caeb02e21aa,Jimmy,Smith,meadowsmary@example.net,321.481.1437x4470,"5611 Alec Dam Apt. 557, Natalieland, MN 45422",North Richard,New Jersey,36130,Syrian Arab Republic,2018-08-30,1998-02-21,Platinum
e2d903c8-a61a-4d8e-abf7-240fccc62fed,Laura,Wilson,jarvismegan@example.org,(397)897-2965x90277,"5089 Tiffany Skyway, Aprilville, NE 87233",South Michael,Utah,84571,Hungary,2016-04-16,1996-09-26,Gold
0df80b89-9ce7-4ed1-bcdf-e961e45e2ad0,Alexander,Michael,kchristian@example.org,001-975-935-4083x86631,"77517 Curtis Loop Apt. 880, Port Cassandraport, FM 67129",Lake Emily,Michigan,48125,Sweden,2015-05-07,1961-09-25,Gold
c47566bf-8f66-4bbd-94fc-286f74577d47,Christine,Kennedy,jennifer11@example.net,205.454.8851,"49331 Lewis Views Apt. 516, Lake Maryshire, DE 59549",Barretthaven,Florida,65883,Albania,2020-02-09,1951-08-15,None
95ca788d-d6bc-4712-aecc-a931ef705d01,Timothy,Romero,heatherthompson@example.org,569-695-8669,"7226 Cameron Plaza Suite 833, New Jennifer, TX 45759",Lake Debra,Idaho,66547,Mauritius,2021-09-30,1967-07-03,Silver
8ff19886-5a2c-41bc-82c2-26ff1d8b32d9,Timothy,Duncan,icraig@example.com,(408)210-6200x34244,"80571 Julia Points Suite 384, South Paulmouth, OH 07552",Lake Johnmouth,Iowa,83572,Romania,2021-11-24,1970-02-18,Silver
9a7791a2-bd0b-4fa2-8bee-f83f96a06bf2,James,Hardy,kellythompson@example.net,622-481-6064,"57202 Carlson Trail Suite 798, Charlesmouth, NC 29331",New Carlos,North Carolina,21390,Israel,2020-03-26,1972-03-14,Silver
369e5af8-e226-49ee-b8a0-6ffe597278c5,Elizabeth,Rivera,jeffery98@example.com,+1-201-757-3993,"4840 Robertson Pass, Tuckerport, MH 85898",West Willie,Connecticut,22441,Zimbabwe,2022-07-15,1979-09-24,Gold
ab9b153d-35f5-4654-90c2-c2e5a07eafb1,Crystal,Lewis,nhouston@example.net,001-661-320-7501x102,"6676 Stewart Loaf, New Adamland, WV 98274",Lake Melaniestad,North Carolina,14412,French Guiana,2022-09-03,1966-04-13,Gold
ed3b9d13-c3e9-4323-8811-86e9162534ca,Samuel,Foster,wellsamanda@example.org,001-268-842-4508x8210,"3536 Eugene Forges, Jamesburgh, TN 74857",Port Karenside,New Jersey,84999,Mexico,2015-07-15,1987-10-05,None
b9c037aa-3289-458b-9923-cafc402d105b,Beverly,Lynn,david31@example.com,+1-713-757-7594x929,"USNS Smith, FPO AE 29536",Hillstad,Florida,89574,Saint Martin,2018-02-13,1976-08-22,Silver
4e336644-c657-40ae-9bd6-7d4d7202fae5,Tony,Rodriguez,wilkinsonmichele@example.org,+1-834-511-0809,"PSC 8488, Box 7256, APO AE 77781",Dennishaven,North Carolina,12370,Indonesia,2018-06-11,1949-06-02,None
ce7968b7-f6c8-48b9-9915-56643d274ad5,Tina,Sutton,seanwhite@example.net,+1-727-850-3731x45303,"05184 Lane Port Apt. 665, New Johnbury, NC 53695",Lisastad,New York,63692,Tuvalu,2020-11-05,1977-11-28,None
3ae0acdb-2a65-44af-b09d-338b23936d45,Chris,Schneider,edwardmoore@example.net,001-813-265-1777x392,"922 Patricia Drive, East Jonathanburgh, NC 53644",Lake Jessicaport,Colorado,28890,Kiribati,2020-11-13,1976-02-23,None
d492b51a-3828-4a05-abaa-43c97b4e9ecd,Robert,Thomas,cindydixon@example.org,001-857-499-1366x2103,"9908 Christopher Shoals, New Amber, AL 89441",Boydstad,Arizona,91942,Marshall Islands,2019-02-03,2003-03-26,Platinum
6198b718-c4c7-4ab4-8a20-508d7b6c7129,Michael,Ballard,colemanjonathan@example.org,349-286-4300,"565 Eric Run, Joseside, NE 74513",Cherylfurt,Wisconsin,27199,Isle of Man,2020-04-28,1981-02-21,Silver
8e0eabb7-8f20-45e7-9ec6-46eb2dc09158,Timothy,Hinton,kim62@example.net,237-421-3865,"27961 Jose Land, New Benjaminfurt, MO 80974",Jenniferton,Wyoming,23474,Northern Mariana Islands,2019-09-30,1949-06-04,Silver
cdcd0a34-ee46-4fcd-a829-907cd9beccff,April,Lee,christinacraig@example.com,502.214.6566,"84895 Richmond Harbor, New Sylvia, NH 53448",West Gregoryhaven,Connecticut,73721,Barbados,2019-11-02,1968-07-09,Platinum
f4eae769-8366-4189-8d8d-9f751df44d3e,Jonathan,Medina,heather69@example.com,001-735-877-9071x41633,"USS Haynes, FPO AA 33040",Christophermouth,California,73187,Venezuela,2016-08-03,1967-01-04,Platinum
44e22691-92de-4495-a4f1-e8e837f3f32b,Ian,Reese,victorgonzalez@example.net,343.333.3952,"PSC 7908, Box 0759, APO AA 65033",Travishaven,Louisiana,52651,Cyprus,2022-04-22,1956-03-29,Silver
7a732f35-6c55-40f0-8c9c-f41c86969901,Sheila,Johnson,phillip27@example.org,001-687-450-0369x155,"7955 Victor Fords, Haynesstad, MN 53007",Shannonshire,Florida,75984,Poland,2017-02-01,1954-08-06,Platinum
8e2ac3ff-3c5d-4a42-8dd8-af09451b6267,Ryan,James,laurenrodgers@example.com,6266728857,"1203 Woods Roads, South Julieview, MN 47727",Mauricechester,Delaware,46519,Trinidad and Tobago,2021-08-07,1983-12-05,None
a62d7221-a65d-458e-936d-d1a893acb00e,Amanda,Krause,michael87@example.net,816.394.7225x699,"55449 Nelson Mills Suite 987, Jacksontown, DC 95891",Lake Johnathan,West Virginia,92342,San Marino,2015-08-09,1958-06-26,Gold
efd1b588-1054-42d5-9876-35761a5ed196,Natasha,Kelley,wisealexandria@example.org,649-921-6433,"200 Dalton Islands, Mcdonaldside, KY 72399",Taylorside,Idaho,77942,Nepal,2019-05-15,1992-03-28,None
86017633-6f5a-4d52-9061-498fe096521e,Danielle,Ferguson,timothy31@example.com,256-942-4008x2547,"USCGC Evans, FPO AA 38894",Port Adrian,Mississippi,25217,Isle of Man,2023-08-17,1974-02-26,Silver
bcb3c168-b706-4cfa-a9cc-07893ff93134,Debbie,Clayton,josehenderson@example.org,994.648.4631x22417,"50208 Jacob Cove Suite 427, East Christophertown, NM 28968",Robertfort,Mississippi,61277,Qatar,2022-09-20,1967-12-16,Platinum
