sale_id,customer_id,product_id,quantity_sold,sale_date,total_amount,payment_method,sales_rep_id,shipping_address,order_status,discount,tax_amount
30aafd0b-2a8b-4ccb-a76a-b69a90c94278,a0a21284-81e9-484e-93c8-7150c0f02458,c36420ef-f5a6-4283-aaca-beffc2c66f9f,5,2022-07-07 02:06:03.975107,3283.12,Cash,fd4e4862-e2fe-42f6-9e95-7794c232838c,"4230 Dennis Haven, Willistown, DE 64445",Cancelled,0.15,49.24679999999999
4458bbeb-44c7-44b0-a16a-37b448344953,13c376ce-4d20-460f-be1a-09ae54556afa,c9ffb6a0-e87c-45aa-aba7-a9a4fe735f4a,4,2021-09-10 14:18:33.688791,674.32,Bank Transfer,59f5d598-2eb2-41f5-811c-dc3e530b8153,"8037 Elizabeth Court Apt. 974, Port Jennifer, PA 75960",Pending,0.12,12.643500000000001
0feedbb2-a3f3-454f-bf1c-b66063d2f7d6,b1c12d4b-60d1-4c16-8855-817d31120678,cd46d283-c2d7-4aa2-9a1e-5d0731c42566,2,2023-12-21 00:26:40.653374,8179.74,Credit Card,7ab939e2-fc70-4df9-9edb-dc2c27c8aba0,"912 Potter Rue Suite 787, West Jennifer, NC 91531",Shipped,0.47,63.620200000000004
ca1b8ace-5536-4d5f-9e2b-57702c4d8acd,87f1d48c-d54e-4948-81c0-c5e3527c8f50,533e7218-71c8-4b57-86ba-c7f1a805397b,10,2023-11-13 09:54:45.169678,5015.22,PayPal,8beb2ca4-8e2e-4f4c-9674-7200f5a8a20a,"2575 Frederick Valleys Suite 033, East Jessica, OR 66644",Completed,0.38,136.1274
1bc1d7c2-c24f-44bc-a5e0-f06fe9c3741c,79809bc7-f372-49ae-9b19-b4bc45ee2609,18ddfdb6-c9ea-4200-93cc-60be8ede02cf,2,2024-05-15 19:28:00.029968,666.14,Credit Card,3bf11578-f668-4568-80dc-b52bb9292acb,"PSC 4079, Box 0448, APO AP 11019",Pending,0.13,39.968399999999995
296ee5e4-c399-46be-b554-a91d693993e9,f51ed666-6e4a-4daa-ba42-87f37e3f1d45,ea7e103c-7536-4f30-b12a-3f14eafdf7ed,1,2021-12-30 16:21:27.205266,5402.18,PayPal,3908fe2c-00a7-4088-8ab0-4c4a96cf41e4,"1040 Martinez Harbors, Orozcoland, MA 31526",Cancelled,0.21,84.8914
b9ea9985-d1c6-40d0-be2a-999a82079477,2318c5c6-e3c3-4cf7-85a4-702b6b03568b,26f5d57d-a32b-405a-8efe-459164b91ffc,9,2023-12-23 15:09:36.610432,5658.93,Cash,36c03db9-4dd4-44f7-87ec-4f40f4f85307,"884 George Vista Apt. 609, North John, CO 95396",Shipped,0.04,37.7262
6fe21183-2821-401c-a008-ecf4170c0372,b789593e-216d-4c70-a196-5beeda3544b5,e19317dc-7d56-4529-9837-9ad103406edc,4,2022-04-05 21:37:24.148127,1048.92,PayPal,8c8637f8-d26d-4372-a455-cd499c66f2f0,"9377 Kelly Prairie, New Amandaberg, WI 09812",Cancelled,0.29,55.9424
519e75ab-6015-4641-bb2c-b72d8333b0fe,4417639f-6dce-4bef-a21f-1f28a5a07046,3bfd3087-b22e-4dae-b056-04702ff93009,2,2024-06-30 03:41:00.419717,3281.8,Bank Transfer,03e2d112-1ec0-4878-9bcc-1f6651ab6581,"5979 Hall Creek, South Bobby, RI 94428",Completed,0.03,39.3816
9d5e3549-1a07-42b8-9a6c-619dc6d5bc96,4eb818dd-bb05-40e4-aabf-222fab640937,0c208a50-aee4-4208-9ad2-5fd7bcb90d8d,7,2022-06-05 11:05:47.496851,140.44,Bank Transfer,eafe3984-7667-4374-97f5-533bd35583b8,"0263 Morgan Springs Apt. 430, South Nicholaschester, WY 37173",Pending,0.15,11.2352
b9b255c3-d914-45e4-befb-a469dddb3209,06e8868c-e0a5-4214-9530-29b3423a0c89,34fa08a0-19ba-46ee-9682-58c4f2968dbc,3,2024-09-16 08:57:16.033731,51.0,Credit Card,9fe8c455-34fc-4696-809f-cc6ebf0cfd60,"69648 Heather Harbor, South Jeffreyborough, AR 36524",Completed,0.35,1.7850000000000001
20be633d-3c23-401c-947f-f950adacbf26,5269fd43-a3af-4ce5-a0d5-bf282f88afbf,c6328305-abd1-4e98-ad26-54f51731d542,6,2023-10-05 11:57:20.116726,3750.3,PayPal,2a9da558-0843-4964-8dd2-519a9f5af8be,"6766 Erickson Place Apt. 887, Manuelhaven, NV 10859",Completed,0.19,66.672
4a7a7932-968a-4240-9dfd-0450cb59f459,9364ecb5-db29-420a-8886-b7c6a4c755b0,8c6a6d9b-48f3-4d18-a0cf-1eae6b79e132,5,2023-03-10 11:30:34.164404,334.78,Credit Card,0af55a81-e6da-4dd2-9be5-2d532e7e0c26,"7715 Anthony Causeway Apt. 215, Perezland, ID 95411",Shipped,0.4,15.065099999999997
72c467d6-5f9c-4608-a74e-0007f0c2c44c,ebde34e7-05e7-4b68-8cf8-32b30a66c211,4ca50346-3b88-4285-827d-39738da0b992,2,2020-02-19 23:18:45.566089,2178.85,Credit Card,798b12b7-51c0-4967-9d69-49365d4c0687,"420 Cynthia Valley, North Michaelmouth, WV 31849",Cancelled,0.23,43.577
26019167-a275-429a-b651-f93c60c65ab9,529b20e0-53bf-4b10-90cc-c1a51b912adc,2baaffeb-1a2d-4670-9383-fff4ad88e85e,8,2021-04-24 17:10:03.188556,1056.0,Cash,02c0de74-f8f8-4c57-923c-e7708e2479e7,"14950 Nicole Loop Suite 971, West Susan, PA 43014",Shipped,0.08,17.952
bf8b06ff-ab6d-4a74-bed3-2e7daa930a20,f92dedcd-c05a-4d94-85fe-16dec3d31e5c,a999e3e4-371f-4e97-933d-ca47049bf703,10,2023-03-27 08:25:43.326964,501.56,Cash,5743fe86-c8c2-4668-80d0-acedc1255ccd,"455 Elizabeth Spur Suite 888, Perezfurt, NM 99699",Pending,0.02,45.1404
fda0a09e-565e-4b3a-a3a0-a1bedf1740d9,6e607c2f-1832-4765-9145-2528f91bad40,aa7f6c01-d5a3-4342-9b09-c75d64690bf9,4,2021-10-11 13:50:44.773788,46.25,Bank Transfer,85fba303-35ce-4746-ba95-95605086111d,"PSC 9821, Box 3486, APO AE 75542",Shipped,0.19,3.2375000000000003
48aa50c5-d68e-40e9-b4e3-ab6ec35b83fb,5642f886-5517-4750-971c-c363f68a6338,f13a69ca-200f-4f61-a2f1-a2341ee14086,1,2023-05-24 00:55:08.406388,3659.22,Bank Transfer,679c2a7e-927e-4a88-8d00-cb2a1da4ec6e,"04582 Thomas Valley, South Ianview, NV 91304",Completed,0.16,44.7238
ed987bd7-6e7c-4018-bf11-fb440757b010,36430f4d-0bce-4eeb-a84f-1e5222f15aad,fe8f123b-fd03-4828-b196-4fdd97522d06,6,2019-11-03 14:57:41.792490,1536.3,Credit Card,687403a0-1dce-44d7-93fa-f41e6128c1e4,"9269 Wang Ports Suite 489, Davishaven, LA 19530",Shipped,0.06,46.089
111c55db-dc8a-4f51-ac8e-474acdd875bf,fcb4ee27-c167-4c84-a943-2abd5b95509f,238fe648-62dd-4daf-b874-481c68021f9e,1,2024-03-14 00:32:47.217858,359.25,Cash,fbc1b446-3194-4ce5-97c6-7ea9a8f53197,"PSC 5447, Box 2419, APO AE 56720",Pending,0.48,7.185
cdf41c76-0556-47fc-a7e7-6c9860e32c14,f262e145-2731-460c-a149-ee42642d03af,3789a02a-0225-48b1-b15f-a66c9ac0ca40,8,2020-03-15 07:25:43.810003,266.3,PayPal,4ab8115f-4b14-46da-aa1e-3bd7b162c40a,"8809 Jennifer Islands, Benjaminville, TX 31127",Shipped,0.04,6.3911999999999995
b3cf330b-7688-45fa-99cf-bd9760692251,084d7822-da94-4e70-a537-41e409668d08,3bfd3087-b22e-4dae-b056-04702ff93009,6,2023-04-11 04:53:41.139006,2625.44,PayPal,15a9c5b6-82a0-4053-9766-2e7a9701cc2c,"68147 David Wall Suite 586, Lake Jason, AR 14827",Shipped,0.37,59.0724
e565ebb5-b0c2-4055-8257-78dd3aeaa9ba,30a4c4b0-be3c-4c84-9763-50f54708b42e,3a9cdb46-c007-49af-8a88-682ce2c57f3e,6,2021-04-10 05:39:14.090318,4947.5,Bank Transfer,dde72f9d-6316-4648-911f-112ae0fab1e3,"73189 Carmen Hills Apt. 961, Watersborough, OR 83722",Completed,0.37,64.3175
55182703-754a-4d17-9401-07617398c5c3,3bc1c038-f4ea-4d5d-bdbf-4e1cc14988c8,533e7218-71c8-4b57-86ba-c7f1a805397b,4,2022-11-27 09:32:27.618998,2149.38,Credit Card,434a9cef-5ca8-47df-8ac6-2f8cd8d22e54,"040 Mitchell Mill, Curtischester, CT 67850",Cancelled,0.01,93.13980000000001
30c716d8-8e7c-4803-a26e-f43f04469f66,0c2fded5-1f74-409c-b01c-5226e3786121,ec138ff9-d3ad-4e5d-ac39-16ada3f74a0e,1,2021-10-09 13:49:56.569474,4353.9,Credit Card,2e3fa03a-ffe0-4f41-865a-bb3044b0bd16,"55996 Taylor Manors, East Sheila, HI 16869",Cancelled,0.42,116.104
defea65d-3c47-4093-b1c1-52d25f6ab338,ac09bdb7-9908-4e47-b249-f62c08987462,4186ef53-2733-41e5-8136-f4dce804c7ab,2,2021-11-23 17:22:37.110676,247.88,Cash,d01851b7-284b-4395-8bea-ba7e865f3f8f,"926 Williams Key, Floydmouth, UT 55069",Cancelled,0.25,3.7182
f3dd98b5-96bc-4622-b455-82589ba5ed5e,8d64c7d3-54cf-479f-bc00-6136c9ed6ad3,31454d09-f920-40cf-91e3-b50dd8ed0936,3,2022-12-15 09:05:00.527296,3406.55,Credit Card,608dfe7b-6677-4d17-96a0-6fff6f6b89b6,"52552 Heather Dale, West Wesleyside, ID 60273",Pending,0.46,122.63579999999999
dadd91de-c809-40bb-b446-ba8e8bf6d20f,d317d8c9-1060-473a-b21b-770724877651,3bfd3087-b22e-4dae-b056-04702ff93009,9,2023-06-09 05:14:56.915167,4594.52,PayPal,af7d7593-d017-4e5d-b9d3-f1d7eff43169,"6291 Hale Cape Apt. 248, Elizabethland, UT 95729",Cancelled,0.49,39.3816
847cbd2c-51fa-43fb-81ff-13d4775c5718,c033322d-90c8-4571-a15c-d51b60834ecd,942b02ba-2620-46c3-aaf8-ef62d507017f,2,2020-05-20 02:31:00.954410,2914.83,Cash,1ba48d8c-49d7-44da-8944-3a4c8e545440,"6105 Sharon Hills Suite 180, Bergfurt, GA 66319",Cancelled,0.04,45.341800000000006
fb2b3c7a-6b45-42ee-b166-06dd0507d9a7,0f2c00b2-58fd-4d54-a8eb-a8489d9de80a,24f06983-ed16-495f-b021-42fa7cf9258a,7,2021-04-02 12:26:59.678366,568.77,Cash,86c4f416-4e49-4463-b00b-9cdc391a43e1,"7950 James Isle Apt. 202, Proctorfurt, RI 30092",Shipped,0.13,18.959
cd4f9c54-235b-4973-9af4-d0655569b6bf,2fac4e8c-f6c9-4743-a52f-d941e057c014,d73a2d0b-1e93-4bfa-b870-2c7bf91b43c6,7,2022-01-12 00:22:42.887502,5044.68,PayPal,e8672c0e-1ef5-48a0-a3ed-748ebe3dffb6,"95215 Jill Villages, Klineberg, MS 10029",Cancelled,0.14,50.446799999999996
9cca8864-733f-420b-9dd8-1c693dbaef2b,49b8f7ba-98a7-4ea2-b4b2-ce1449b9e124,06de1761-b118-48b7-b7a7-6752de81b3ed,4,2022-08-17 01:08:31.276543,1523.52,Credit Card,287d8a15-2a2a-4e50-9dae-83220e784de3,"1209 Montes Prairie, South Morganfort, DE 06422",Completed,0.05,60.940799999999996
e11189d5-3552-4ba7-9b79-d05ce4d318ed,472d1ac2-0958-45b5-be21-9e910d548373,a8ab9884-e908-4d44-853d-8ea23b22499a,6,2023-01-30 14:16:38.407570,6400.87,Credit Card,b016b20b-a585-4fc5-99c4-e37505a3197a,"0335 Rebecca Wells, West Christinashire, OR 24108",Shipped,0.48,73.1528
11f5b25a-f083-44a5-b199-d3053727a3a7,b893dae9-43ab-4168-a245-ed74e9d56e55,8eea815a-1a6f-4482-8ef3-0f13c7ec4955,5,2021-04-06 08:12:43.137498,4807.12,PayPal,ca843bd5-15b3-4424-a9cf-b37fafbef2c6,"016 Sara Junctions, Hillton, NH 23003",Pending,0.05,102.1513
52d3a66b-b685-44d9-9990-9944fe5ec4e3,e540967a-5740-43b0-bc45-400ae1e3f5cf,5c722e60-194e-48c8-b52e-8faa7e7f5fce,5,2020-10-16 19:42:43.704252,1979.4,Credit Card,9b4dfd7a-7084-4a73-94d6-931054926642,"27245 Walker Valley Apt. 756, Sarahfurt, RI 62008",Completed,0.42,19.794
79b7e8d8-0a79-4e49-ab71-285207d272b9,2975a005-a611-46cc-a2bf-d68369f27da1,5e231bc6-f952-4b7f-88b0-d7b781c471e0,2,2022-11-11 00:21:52.381241,2141.0,PayPal,632a218f-66ac-4e8a-97b7-26ba2f7f792b,"9858 Bennett Knoll Suite 541, East Courtneyside, TX 68953",Cancelled,0.26,80.2875
7c30660f-8e98-4023-817a-eb6ada43f6d4,6680c5e3-363c-4c32-be3e-14022008bd4c,46eb0138-10ee-458e-b791-645d859a1a8d,5,2023-09-18 22:49:25.106190,2803.74,Credit Card,0eb1d7c3-3fe1-40b0-b043-f1f121911443,"59503 Martin Coves, East Carlaport, ID 72812",Cancelled,0.43,121.4954
59348bd8-6b49-491f-b0ef-391c35b18b91,9002e0d3-d853-4f6e-87ed-f53f7b8629f6,cd46d283-c2d7-4aa2-9a1e-5d0731c42566,9,2021-09-18 09:01:58.109402,3635.44,Credit Card,f9a7203c-86e1-4baf-9d0f-8a48725de70c,"036 Hayes Knoll Suite 294, East Barbara, MT 70734",Cancelled,0.05,154.5062
ae56b5c0-a5b8-4a07-92de-13a4b2a273e9,767a92b7-0186-4029-ab8a-501567273710,5c4353d7-3a06-46db-8f76-1580163d8b82,2,2020-10-18 06:11:43.976053,773.79,Credit Card,c999b00f-f704-42bf-9bf1-db0a5ecb4f3f,"32440 Hanson Flats Apt. 102, New Collinborough, CT 62595",Completed,0.07,131.5443
7c55a5c1-6620-454b-bc73-e325195aebeb,3212a83b-1933-4ad6-b571-b6d7351cf739,4186ef53-2733-41e5-8136-f4dce804c7ab,6,2020-01-26 14:03:40.947961,123.94,PayPal,613073b9-f453-42b5-bbb7-f25674972cb5,"76142 Nicholas Hill, North Carolyn, ND 97117",Pending,0.01,3.7182
947b93eb-cdf6-4ed8-9c7c-43e29b304fef,4d1548c6-4fcf-466c-a519-8e6fd738d6ed,ab48ef7e-7031-49c1-ba32-57381fb53919,8,2024-10-15 19:37:27.027913,1093.98,Credit Card,33a46197-a4cd-4f5c-b175-904da80ba672,"USNV Shah, FPO AE 82024",Shipped,0.06,69.28540000000001
45748eed-21f2-45fc-b3c1-0929b8320564,b07ecdca-999a-4fbc-9423-59e313ea7ae0,31454d09-f920-40cf-91e3-b50dd8ed0936,1,2023-07-11 01:57:17.393027,2043.93,Bank Transfer,7abc9497-620e-48c9-99fa-674ddeca7109,"6186 Caldwell Harbors Suite 966, Kelleyberg, VT 80993",Cancelled,0.25,74.94409999999999
78be3b6d-6bf2-47eb-96df-dc16145e6190,c18cc413-1d84-4484-8245-26028f016e18,31454d09-f920-40cf-91e3-b50dd8ed0936,7,2020-11-23 20:24:39.535426,2043.93,PayPal,7398e12e-c78a-42f9-9414-5f8f50489938,"03324 Goodman Stravenue Suite 574, Darrentown, ME 71652",Completed,0.45,61.317899999999995
07b525db-21d6-4b86-8f1e-65f01e46f12d,d4db54a3-a5c8-4072-ba45-78419d0953a0,c668a741-60de-4c6c-8386-898202e2ceb0,8,2022-09-20 11:58:47.042208,490.2,Credit Card,55a0ab16-4e44-4612-9ad3-9b3dd665716f,"714 Vickie Garden Suite 931, Loweryfurt, NV 04875",Completed,0.32,19.608
89c078b3-29c9-4638-ac2e-4df1061f1cab,6e607c2f-1832-4765-9145-2528f91bad40,4cee5c04-a1e0-4d51-aada-4905704cc131,9,2021-02-15 13:58:48.710334,6812.88,Credit Card,b0105ccd-e226-475e-9fe4-71b9b471e896,"PSC 9821, Box 3486, APO AE 75542",Pending,0.14,59.612700000000004
ecfef33d-8f50-4719-b410-8ea24c52d3ca,3dec163c-fd5d-4a42-b193-41779a6e868d,4ff37eb3-0921-4e89-9177-d8acf960d596,4,2021-03-12 21:22:13.691972,504.9,Cash,6087826f-2364-4ba2-8740-1bc0bc9ca81c,"USS Baldwin, FPO AP 85316",Pending,0.49,9.537
47616b03-9248-45be-a757-b8d6726631dc,aac016bd-9140-495d-a2ce-f95934da1f50,f1508651-e2bd-4c2c-bfad-383bddef33aa,6,2024-01-04 08:32:07.829956,7394.08,Bank Transfer,acd2c42e-3c4c-4e27-9eff-3fbff4b9da4d,"00515 Harris Drive, West Mary, MN 82189",Shipped,0.46,120.1538
8bc02f6f-c43b-4783-8500-52737ca5c3f6,0ab84fe2-97e4-4173-9d63-bda6a29dc073,6c9522a8-8741-4bf3-bfab-99562be961bc,7,2021-10-01 06:35:23.002488,1464.45,Cash,8196dc19-d757-4169-ad2a-c0fc855a1f4f,"4811 Jennifer Stravenue, South Noahmouth, IA 79617",Pending,0.16,23.4312
df220c4a-9a3e-4dc4-a40e-9e1795479900,db247ea2-9a23-43fe-a901-c88c3d8a3090,00f914bf-122a-423f-8241-824e87df7ea6,5,2022-10-30 03:40:41.002820,830.2,Bank Transfer,7a9b1ba6-c419-4de1-84f4-ebb0021681d6,"287 Gilmore Gateway Apt. 638, South Josephberg, TX 09090",Shipped,0.38,166.04000000000002
1426fcd3-e9b4-483e-9099-b0323b60c1da,e05ff96e-d087-4c98-bc7d-0017f4c1540b,3e19cb1a-d249-45c7-8df0-7be1bf612d92,3,2022-05-25 21:13:59.842381,424.76,Cash,1f48a077-4c09-4fd3-b441-1023fca5976e,"04309 Massey Mall, South Jacob, NC 76640",Completed,0.13,36.104600000000005
09c58ebb-9586-4185-92d4-4f9e3d4605e3,46008f33-8146-41a1-be7a-38c6bc8e3e55,e19317dc-7d56-4529-9837-9ad103406edc,1,2022-07-03 06:14:26.044985,1398.56,Bank Transfer,9f8b946c-e62f-424e-b98e-b25cbef256f0,"9935 Shannon Hills Apt. 394, Bakerhaven, IN 05815",Shipped,0.47,69.928
ca3a6674-480d-494d-afdf-25aa0d8d6572,9c7ab4e3-ee8b-49a3-848b-e725da6b0060,43b6368a-3a85-4ff6-82d3-aaf2be4e1c81,3,2021-03-26 12:51:23.761056,2049.93,Cash,4761e3a7-776a-4cbb-82aa-5d184a80f2ef,"905 Stephanie Rapid, New Timothyberg, KY 95309",Shipped,0.4,102.49649999999998
5cbfc498-2340-4857-b3e6-33a80da4d12b,7fe06fe9-91b8-45d1-86f8-3c8e69734306,94356b94-2a40-49d2-8203-3ec29d157617,10,2020-09-26 15:50:58.798403,472.73,PayPal,b9f192b3-57f5-4ef5-85cf-4c6e4cd71602,"265 Shane Estate, Keithbury, AK 44091",Completed,0.28,37.818400000000004
0f97f401-1051-4316-a976-86778f8b5cae,d0ef1299-250b-4c5a-90e0-8a8175ea1023,1fe42cdc-0b9b-4349-b1c0-8c108c7f6489,8,2020-07-23 11:19:53.796123,4444.29,PayPal,75c6f18d-40a6-4855-9584-07789a007491,"33027 Evans Via Apt. 086, Robertofort, MI 99816",Completed,0.25,29.6286
46fae30d-79aa-490f-8cb3-0fa629c18ab0,aba9569e-a090-433b-838b-398d7eb183a6,c36420ef-f5a6-4283-aaca-beffc2c66f9f,4,2023-12-11 04:13:28.166741,8207.8,Cash,514e9cce-74d4-4b9b-8e08-3aabe7a2fc8a,"7333 Hannah Rapids Suite 323, Robertston, HI 73989",Pending,0.26,41.039
9c674954-3ee5-4a57-9d17-b8eadf40e49a,19aac0a6-716a-469f-9c3b-eecf615b8f41,a0eebfe4-5827-4868-855e-189924eddac9,10,2024-09-15 10:52:41.048772,473.12,Cash,61bf98c3-40a7-48c5-ae7b-eff11fb856ea,"7608 Jason Ports, Port Michael, NV 23712",Shipped,0.36,22.473200000000002
2b1855aa-8bcf-4847-b2e6-c8fa3d3e6bfb,9cbf4d7d-e70c-4280-afa9-7de7619987c0,fa1e9f29-a03f-4e71-b40c-f9cbdd8919d5,6,2023-10-18 13:04:20.071636,482.68,Credit Card,e1d41d95-f0cc-4f7a-8f10-dfc8fb48f295,"50952 Lynch Neck Apt. 396, Campbellborough, MD 79267",Completed,0.29,91.7092
f31ba715-85f0-4190-a9f5-af52506be163,5eaae175-445f-4ad1-b801-2d83faea5054,c516631b-c834-4dcb-82d5-8c9d4944ac0f,2,2019-12-18 02:40:39.869707,5250.15,PayPal,1d7a7162-b071-4bec-9bfb-d264992c28a2,"Unit 4669 Box 8616, DPO AE 37247",Pending,0.19,110.8365
a5900683-a6f4-4342-8f50-f39904c32c00,8ad57402-ff75-459e-8f3a-e53049ed6369,0b961a7b-88bb-4d9a-bfd7-9cc776662b5b,7,2023-03-09 23:06:52.006982,939.0,Credit Card,7af583c7-7eab-46cd-88f1-ded95f4086e5,"51526 Amy Glen Apt. 911, East Matthew, NC 90879",Shipped,0.15,6.573000000000001
5bb4ddde-783d-4aad-b836-5905e40166ff,fa96a00d-caf6-47d4-be8c-686a9bdf9c67,a8243a47-e074-4072-b6f6-caad8aa9b896,3,2022-02-06 20:03:05.558020,3967.32,Bank Transfer,936257ac-30fe-4754-9b37-42b40786f404,"5244 Rangel Lake, Joseton, GU 70196",Shipped,0.09,113.352
cd7b5bd3-d689-463b-b72a-858a9fc40512,e550d736-0780-4e71-b811-b51998dc9e0b,dd84b3ed-1515-4388-a334-3aac9dbabdd3,10,2023-01-28 22:32:18.465252,2312.82,Cash,fc315e87-2c60-4f4d-a0bf-8d4899c2e92b,"USNS Thompson, FPO AP 42182",Completed,0.19,61.675200000000004
d667f59f-73ac-4305-b2d6-366bf7e9acb0,2bf73025-b213-42ae-aeea-a345cb9bb441,fa3fbc7b-0aad-4f98-acce-9751a1c77ea1,5,2021-06-02 02:49:03.642038,2190.33,Cash,fff401c4-ff1f-40b4-ae2a-0a3c9ca94371,"545 Gordon Junctions, Mckeebury, TX 78842",Pending,0.47,138.7209
c5f04831-4df2-4964-8585-60f4b10d8e65,d8c024a9-a99e-4f9b-b68e-af5851ddaa9d,725e9411-7e3f-4c23-8454-9a11241f94db,7,2024-10-07 20:30:04.716671,7116.5,Credit Card,d0814483-64f8-4aa7-8f56-444dad2f571e,"620 Barbara Roads, Bowersstad, DC 94759",Completed,0.3,135.2135
c717cacc-7aac-4a40-bb80-1c1cc358d1fb,4feaf4ed-d829-4d37-b0f3-201577f90adb,ebcf5304-5215-426a-8c3a-550cc497d2e2,10,2021-01-11 14:54:42.210782,2998.16,Credit Card,673bbc2e-84ce-4aff-912a-19fb7b7dc09f,"Unit 8230 Box 8829, DPO AA 84568",Cancelled,0.07,119.9264
bc1d405c-708c-4348-bb2a-94b46808e849,e2a4ae18-cd3c-460f-a4b1-8f8b3228381d,993263d6-480b-480d-8e26-8f27bbd11f4b,4,2020-09-17 14:23:27.082912,5145.54,PayPal,6941ee37-870b-4a83-99d1-1b0dc3e6729b,"203 Moore Crossroad Apt. 519, Lake Joshuastad, VA 50661",Completed,0.32,162.9421
39f9780a-cba7-48fe-bb80-b09ae6ebde5e,8c2918d1-e402-405f-aaa0-b97dca0ea52e,c668a741-60de-4c6c-8386-898202e2ceb0,6,2020-02-27 08:29:25.329494,1307.2,Credit Card,3527390c-646f-43f0-8fcc-25c8c3fe9c83,"6096 Deborah Village Suite 724, Gregorymouth, IL 59882",Shipped,0.1,24.51
f03e77ba-02a6-478f-bde5-f5221e8fb13a,a3119c9c-1bf5-43a0-8201-709b56289b9e,0ed17b35-87a8-4faa-b18b-508c7c4bc7e7,6,2023-10-06 06:15:39.991193,3334.9,Credit Card,cca3ac04-be85-4ef9-a475-373f32a876d6,"3538 Santiago Island Suite 116, Lake Larryshire, VT 80600",Pending,0.02,80.0376
